SAMPLE.309.GA5.60 SAMPLE.311.GA6.60 SAMPLE.313.GA7.60 SAMPLE.315.GA8.60 SAMPLE.317.GP.5.60 SAMPLE.319.GP.6.60 SAMPLE.321.GP.7.60 SAMPLE.323.GP.8.60 SAMPLE.327.GF.II6.60 SAMPLE.329.GF.II.7.60 SAMPLE.331.GF.II.8.60 SAMPLE.405.MA5.60 SAMPLE.407.MA6.60 SAMPLE.409.MA7.60 SAMPLE.411.MA8.60 SAMPLE.413.MP.5.60 SAMPLE.415.MP.6.60 SAMPLE.417.MP.7.60 SAMPLE.419.MP.8.60 SAMPLE.421.MF.II.5.60 SAMPLE.423.MF.II6.60 SAMPLE.425.MF.II.7.60 SAMPLE.427.MF.II.8.60
OTU_1200 1 1 1 6 2 0 0 3 0 0 0 0 0 0 1 1 4 0 4 3 1 1 0
OTU_1201 0 3 2 4 1 0 1 3 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
OTU_1202 2 2 3 6 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
OTU_1203 4 3 2 2 0 0 1 1 0 0 0 2 0 0 2 1 2 1 1 0 0 0 0
OTU_1204 0 2 0 2 1 1 6 5 9 5 18 0 0 0 1 1 0 0 0 8 2 3 5
OTU_1205 0 1 0 0 0 0 0 1 10 12 9 0 0 0 0 0 0 1 0 3 0 1 1
OTU_1208 3 0 0 4 0 0 2 2 0 0 0 1 0 1 0 2 1 3 3 1 1 3 1
OTU_1209 0 0 0 0 0 1 0 1 0 0 0 0 2 1 1 0 0 3 2 3 0 0 2
OTU_1210 1 0 0 0 0 0 6 0 1 0 1 10 2 3 10 11 13 13 12 11 2 16 12
OTU_1211 0 0 0 2 0 0 1 1 0 0 0 1 3 4 4 0 0 1 0 9 2 5 3
OTU_1214 1 0 0 1 0 0 1 2 0 0 0 1 0 0 1 2 0 1 2 9 3 0 3
OTU_1222 4 0 1 0 1 0 0 0 0 0 0 3 0 2 1 1 0 4 0 0 2 9 1
OTU_1225 0 0 0 0 2 1 0 0 1 10 1 0 0 0 0 0 0 2 1 1 1 1 0
OTU_1226 0 3 3 11 0 1 6 2 0 0 1 2 0 0 0 1 0 3 0 3 0 0 0
OTU_1229 0 4 1 3 1 0 5 1 0 0 1 0 0 0 0 0 5 0 1 2 0 0 0
OTU_1230 1 0 0 9 1 0 0 0 1 0 0 1 0 0 0 0 4 4 2 0 0 4 1
OTU_1231 0 2 0 1 0 0 3 1 0 0 0 2 1 0 1 0 1 2 4 6 4 5 3
OTU_1232 1 0 0 3 2 0 2 4 2 0 12 0 0 0 0 1 2 3 0 1 0 3 0
OTU_1233 1 0 0 1 0 1 0 0 0 0 1 0 1 0 2 1 1 0 0 4 2 2 2
OTU_1234 0 1 1 2 2 0 11 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
OTU_1235 0 1 1 2 1 1 16 7 20 16 14 0 1 2 0 0 0 0 0 0 2 1 0
OTU_1237 1 0 1 1 0 0 0 0 0 1 1 2 1 0 7 1 3 2 3 2 0 0 0
OTU_1241 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 7 2 18 4 3 0 1 1
OTU_1246 3 0 2 9 0 1 4 1 1 2 0 5 0 7 5 4 0 6 3 1 2 1 0
OTU_1247 0 1 1 3 2 0 8 6 0 0 1 5 4 0 5 8 1 19 1 1 0 0 0
OTU_1251 1 0 0 0 1 0 0 0 0 0 0 2 3 1 2 3 6 4 7 2 4 2 5
OTU_1252 1 0 0 3 0 0 3 1 0 0 0 3 0 0 0 2 2 0 1 4 3 7 1
OTU_1260 0 0 1 0 0 0 0 1 0 0 0 3 1 0 6 2 1 6 0 1 0 3 2
OTU_1262 0 0 2 2 0 0 0 2 2 4 4 4 0 1 3 2 3 1 1 2 0 6 2
OTU_1264 0 2 3 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
OTU_1265 1 2 0 1 0 0 0 2 1 1 3 1 0 0 0 0 0 1 1 6 2 1 2
OTU_1266 1 4 2 5 0 0 1 1 0 3 0 0 0 0 1 0 0 0 1 0 0 0 0
OTU_1267 2 1 1 4 1 0 14 4 0 2 0 4 1 5 4 2 1 3 8 13 6 8 4
OTU_1269 0 1 0 4 1 2 2 1 5 1 7 3 0 2 3 3 3 2 1 5 0 0 1
OTU_1273 2 1 0 2 0 0 1 8 3 1 5 2 0 0 5 2 2 6 4 1 0 5 6
OTU_1279 1 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 8 5
OTU_1284 2 1 0 6 0 0 1 3 2 3 4 2 0 7 4 1 2 0 5 2 4 6 4
OTU_1287 0 0 0 0 0 0 0 1 0 2 0 5 1 3 6 3 0 7 1 1 0 1 0
OTU_1288 0 0 0 2 1 0 0 1 0 0 0 4 2 3 2 7 8 24 7 3 2 9 2
OTU_1292 3 0 0 0 0 0 1 0 0 0 0 2 1 1 5 1 0 5 1 1 0 2 2
OTU_1299 0 0 0 1 0 0 0 1 25 6 20 0 0 0 0 0 0 0 0 2 0 2 2
OTU_1300 0 0 1 1 0 0 1 0 10 12 21 1 1 0 0 0 0 0 0 1 0 1 0
OTU_1303 24 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 1 6 3 1 3 0 0
OTU_1306 4 0 1 1 0 1 8 1 0 0 0 0 0 0 2 6 2 1 2 3 1 0 1
OTU_1308 6 1 1 5 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0
OTU_1309 0 0 0 0 0 0 0 0 22 19 6 0 0 0 0 0 0 0 0 0 0 1 0
OTU_1313 2 0 0 2 0 0 0 0 1 0 0 4 3 3 8 1 0 1 0 2 0 0 0
OTU_1314 2 3 3 10 0 0 1 1 0 0 0 1 0 3 2 1 0 0 1 0 1 0 0
OTU_1317 7 2 1 1 0 0 2 2 0 0 0 2 0 1 3 2 0 0 3 3 0 1 1
OTU_1321 2 5 0 14 1 0 4 9 1 0 1 5 2 3 2 4 2 2 0 4 3 6 4
OTU_1322 1 0 0 0 0 1 1 1 2 3 1 0 0 1 1 4 0 1 0 0 1 1 0
OTU_1323 3 0 0 2 0 0 0 0 0 0 0 1 1 0 0 6 6 2 3 1 1 2 1
OTU_1325 1 1 0 0 0 0 4 0 1 0 1 6 2 4 7 7 0 4 1 0 0 2 3
OTU_1327 8 3 2 9 4 0 24 7 2 0 0 5 1 0 2 0 12 25 15 5 0 6 1
OTU_1331 1 1 0 2 1 0 2 3 0 0 3 1 0 0 0 2 3 0 1 2 0 1 0
OTU_1332 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 1 0 4 1 13 6
OTU_1333 2 1 3 1 0 0 1 3 2 3 0 6 0 2 1 1 0 1 0 3 1 3 1
OTU_1337 1 0 0 0 0 0 0 0 1 0 0 7 0 0 1 2 2 9 2 1 1 3 1
OTU_1338 0 0 2 4 1 0 2 2 0 1 1 0 0 0 1 3 3 1 0 5 3 11 4
OTU_1339 1 2 1 2 1 1 2 6 0 2 3 1 0 0 2 0 6 4 4 5 0 6 3
OTU_1342 1 2 0 2 0 0 3 1 4 7 3 2 0 2 3 0 0 1 1 6 0 5 0
OTU_1343 2 0 1 6 0 0 0 4 2 4 1 3 0 2 3 2 1 2 4 2 0 3 0
OTU_1347 1 0 1 6 0 0 5 2 0 2 1 0 0 0 1 2 5 1 2 4 0 5 1
OTU_1351 1 2 0 6 1 1 5 1 1 0 0 1 0 0 0 0 3 0 2 0 0 0 0
OTU_1355 1 2 1 1 0 0 1 2 0 0 0 1 1 0 1 0 0 11 0 0 0 0 0
OTU_1356 1 2 0 1 0 1 2 0 4 0 1 2 0 0 0 1 1 1 3 2 2 4 1
OTU_1358 0 3 0 4 1 1 9 4 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0
OTU_1359 1 0 0 3 0 1 4 1 0 0 0 2 0 0 0 1 2 2 1 3 1 5 5
OTU_1360 0 0 0 1 0 0 5 0 12 11 27 0 0 0 0 0 0 0 0 5 0 0 0
OTU_1361 1 1 0 4 1 1 1 0 6 8 16 0 0 0 1 0 0 0 0 0 0 2 0
OTU_1364 0 0 0 0 0 0 2 0 0 0 0 1 3 4 5 1 3 1 1 0 1 0 0
OTU_1365 0 1 3 1 1 0 7 1 20 18 24 1 0 0 0 1 0 1 1 4 2 4 4
OTU_1367 0 2 0 2 1 1 7 4 5 7 3 1 0 0 1 1 1 0 0 2 0 1 0
OTU_1368 2 0 0 2 0 0 2 0 0 2 0 5 1 3 1 4 2 6 4 8 5 2 1
OTU_1370 0 2 0 3 1 1 5 0 5 0 2 0 0 0 0 1 0 0 1 2 0 0 0
OTU_1374 0 0 0 1 0 0 0 0 0 0 0 4 1 1 2 2 1 5 1 8 1 6 2
OTU_1376 1 0 0 2 0 0 2 0 0 0 0 8 3 1 2 3 11 5 1 0 0 7 0
OTU_1377 2 1 4 2 0 1 3 3 0 0 0 3 1 2 2 6 0 3 1 0 0 1 0
OTU_1381 8 3 2 6 1 0 8 3 1 1 0 4 1 2 4 2 0 2 3 0 0 0 1
OTU_1383 5 1 0 2 0 0 0 0 0 0 0 2 0 1 3 4 5 6 4 2 4 4 0
OTU_1386 1 1 0 2 0 1 1 0 1 0 0 0 0 0 0 1 1 1 1 3 2 0 0
OTU_1389 3 0 0 0 0 0 0 1 0 1 1 5 0 5 3 7 5 3 7 2 0 1 0
OTU_1400 5 1 0 3 0 0 2 1 0 0 1 4 0 4 1 1 2 2 1 0 0 2 1
OTU_1403 4 0 0 1 0 0 0 0 1 1 0 8 3 4 6 3 1 9 1 0 1 10 1
OTU_1406 3 1 0 0 0 0 0 2 0 0 1 3 2 0 1 1 4 1 3 1 0 0 1
OTU_1409 2 2 0 2 0 1 4 4 1 2 0 3 0 4 3 15 3 5 1 2 1 0 0
OTU_1410 0 1 0 2 0 0 0 1 2 1 1 1 2 2 2 1 1 2 0 0 1 2 2
OTU_1411 8 2 2 6 4 0 10 6 1 0 1 7 3 6 10 38 2 15 4 2 0 11 4
OTU_1412 0 0 0 0 1 0 2 1 0 4 2 0 0 0 0 0 0 0 0 1 1 9 5
OTU_1420 1 0 1 3 0 0 3 0 3 0 2 3 1 1 1 9 0 8 2 0 0 1 0
OTU_1428 0 1 0 0 4 7 3 6 1 1 0 0 0 0 0 0 1 0 0 1 0 5 1
OTU_1430 0 5 8 2 0 0 1 0 1 0 2 0 0 1 0 0 0 0 0 0 0 0 1
OTU_1431 0 0 0 1 1 3 5 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
OTU_1432 0 0 0 1 0 0 3 2 12 1 8 0 0 0 0 0 0 0 0 2 0 0 1
OTU_1438 1 1 0 2 1 0 2 1 2 5 7 2 0 0 4 2 0 5 1 2 1 4 1
OTU_1439 1 1 0 3 0 1 6 2 0 0 2 1 0 0 0 0 0 0 0 0 1 0 0
OTU_1443 0 0 0 8 1 1 5 3 0 0 0 0 0 2 0 0 2 0 1 1 0 0 0
OTU_1445 2 0 0 0 0 0 0 0 1 2 0 7 1 6 4 0 1 0 0 0 0 1 0
OTU_1455 1 0 1 1 0 0 1 0 0 0 1 3 1 1 2 1 5 0 2 0 2 0 0
OTU_1457 2 2 0 1 2 0 1 1 0 0 0 2 2 1 5 7 4 6 2 1 0 1 0
OTU_1462 0 0 0 1 0 0 1 0 0 0 0 1 0 6 3 9 0 12 5 2 1 6 0
OTU_1463 1 1 0 1 0 0 1 1 0 0 1 4 3 3 4 3 6 12 7 1 3 2 2
OTU_1469 3 0 2 9 1 0 1 0 0 0 1 2 1 1 4 0 1 2 0 1 0 0 0
OTU_1472 5 1 0 3 0 1 20 1 0 0 0 8 2 3 1 1 0 7 3 4 3 10 1
OTU_1477 12 1 2 11 1 2 10 5 0 0 0 0 0 0 0 8 8 2 3 0 0 0 0
OTU_1481 1 0 0 2 1 1 0 0 8 7 6 0 0 0 0 0 0 2 0 1 0 0 0
OTU_1483 0 0 1 0 0 0 0 1 3 24 3 0 0 0 1 0 0 0 0 0 0 0 0
OTU_1484 0 0 3 5 3 0 0 3 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1
OTU_1490 1 2 2 2 1 0 1 1 0 1 0 0 0 0 0 2 0 4 1 1 2 0 0
OTU_1493 3 2 0 4 1 0 12 4 0 0 0 5 0 1 0 1 3 2 1 6 3 5 4
OTU_1497 0 0 0 1 0 1 3 2 0 0 0 0 0 0 0 2 4 1 2 0 0 3 2
OTU_1509 6 0 0 0 0 0 0 0 0 1 0 4 2 4 3 2 2 3 0 2 1 1 3
OTU_1511 0 0 1 0 0 0 2 0 0 1 0 11 2 1 8 8 0 0 0 0 0 0 1
OTU_1513 2 0 1 1 0 0 2 4 1 0 0 6 1 2 1 0 1 1 3 2 1 4 0
OTU_1518 0 0 1 2 1 1 0 0 1 0 0 0 0 0 1 0 9 0 1 0 0 0 0
OTU_1520 0 2 0 4 0 0 1 0 3 3 6 0 0 0 2 0 0 1 0 3 2 2 0
OTU_1522 1 1 1 2 3 0 1 1 1 2 4 4 0 4 3 0 0 1 1 3 0 2 1
OTU_1529 0 3 5 17 4 1 5 1 5 11 10 2 0 0 0 2 0 1 0 1 0 1 0
OTU_1530 3 2 0 3 0 0 7 6 0 0 0 0 0 0 0 0 1 0 2 9 0 0 0
OTU_1531 0 0 0 0 0 0 0 0 16 12 36 0 0 0 0 0 0 0 0 0 0 1 0
OTU_1533 0 0 0 0 0 0 0 0 19 19 20 0 0 0 0 0 0 0 0 0 0 1 0
OTU_1535 1 0 2 1 0 1 0 0 1 4 4 0 0 1 1 1 0 1 0 0 1 1 0
OTU_1540 2 1 0 1 2 2 4 4 0 0 0 1 0 1 3 1 1 2 4 6 0 1 1
OTU_1541 6 2 0 8 2 0 4 2 0 0 0 3 1 1 5 5 4 9 3 6 3 7 0
OTU_1542 2 0 0 0 0 0 2 0 0 0 1 4 6 2 7 4 2 1 0 0 0 0 0
OTU_1546 0 3 2 7 2 0 5 7 0 1 2 2 1 0 5 1 1 2 3 11 1 3 2
OTU_1548 3 0 1 4 0 0 1 0 0 0 0 4 1 2 3 2 1 4 2 0 1 0 0
OTU_1550 0 0 1 1 0 0 1 1 0 2 4 4 1 2 3 2 0 0 1 5 0 4 2
OTU_1553 1 2 1 5 0 0 0 2 0 0 0 2 1 0 1 2 2 3 1 0 0 0 0
OTU_1555 3 1 0 2 0 0 1 1 1 1 1 9 4 10 10 9 2 13 2 1 0 4 0
OTU_1558 0 0 0 0 0 0 0 0 0 0 0 6 0 5 11 7 0 1 0 1 0 2 0
OTU_1565 1 0 0 0 0 0 3 3 0 0 1 1 0 4 5 0 2 0 0 1 4 1 1
OTU_1572 5 0 1 5 1 1 6 1 0 1 0 0 0 0 0 0 4 0 0 3 0 0 0
OTU_1576 0 0 0 0 0 0 0 0 0 1 0 5 2 2 1 0 0 4 0 8 6 2 0
OTU_1583 0 1 1 7 2 0 2 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
OTU_1588 0 3 8 6 4 0 1 3 0 0 1 0 0 0 1 0 2 3 0 1 0 0 0
OTU_1594 5 1 2 2 1 0 24 2 1 0 0 4 0 2 0 2 2 5 2 21 6 14 9
OTU_1596 1 2 3 3 0 0 0 0 1 1 4 0 0 2 0 3 1 1 0 1 0 1 1
OTU_1597 5 1 0 1 1 0 7 7 1 3 3 9 7 7 8 14 6 24 7 6 4 15 4
OTU_1600 0 1 0 1 1 0 2 2 0 1 4 2 0 0 2 1 2 1 0 3 0 1 1
OTU_1601 2 1 3 3 2 0 5 5 0 0 1 1 0 1 2 4 9 7 5 5 2 4 2
OTU_1602 1 0 0 7 1 0 1 0 0 1 3 2 0 0 4 2 5 4 8 8 3 8 7
OTU_1603 3 3 1 0 0 0 0 0 0 0 1 1 0 1 0 1 2 1 0 0 0 0 1
OTU_1604 0 0 1 0 0 0 0 0 0 0 2 5 3 5 5 8 8 18 12 3 0 4 0
OTU_1607 1 0 0 0 0 0 0 0 0 0 0 3 1 2 5 0 3 7 2 7 0 10 1
OTU_1608 1 0 0 0 0 0 1 0 0 2 0 4 2 2 2 5 0 3 3 3 0 2 2
OTU_1617 1 0 0 1 0 1 0 0 0 0 0 2 1 4 5 0 0 0 2 0 0 0 0
OTU_1623 2 0 0 1 1 0 3 0 0 0 0 2 3 2 1 1 2 4 2 4 2 5 0
OTU_1627 0 0 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 10 0 9 0 1 3
OTU_1628 1 0 0 0 0 0 0 0 0 0 1 2 1 0 1 3 1 5 4 1 5 5 0
OTU_1632 0 0 1 0 0 0 1 0 2 0 6 0 0 0 0 0 1 0 2 8 0 9 2
OTU_1633 1 0 1 2 2 1 1 1 0 1 0 0 1 4 2 0 1 1 1 4 2 4 2
OTU_1639 1 0 0 2 0 0 4 4 0 0 1 1 0 0 0 2 6 3 2 1 1 5 0
OTU_1652 0 2 0 15 0 0 0 0 0 2 0 0 0 1 0 0 3 0 1 1 0 1 0
OTU_1653 0 1 0 3 1 0 3 1 0 1 0 4 0 5 3 0 4 5 3 3 1 3 2
OTU_1654 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 2 0 1 1 6 4 3 2
OTU_1658 0 0 0 1 3 1 0 0 2 5 3 0 0 0 0 0 1 0 0 0 0 0 1
OTU_1660 0 3 3 4 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0
OTU_1663 0 0 0 0 0 1 4 2 23 13 18 0 0 0 0 0 0 1 0 0 0 1 0
OTU_1669 0 1 0 2 0 0 0 0 11 11 18 0 0 0 0 0 0 0 0 0 0 1 0
OTU_1670 0 0 0 2 0 0 0 2 14 8 19 1 0 0 0 0 0 0 1 0 0 1 0
OTU_1671 0 1 0 1 1 0 0 0 9 3 22 0 0 0 1 0 0 1 0 0 0 0 0
OTU_1678 2 0 3 4 1 0 2 2 0 0 0 0 1 0 0 3 4 0 0 8 3 11 5
OTU_1679 0 0 0 0 0 0 0 0 16 12 23 0 0 0 0 0 0 0 0 0 1 0 0
OTU_1682 0 0 0 4 1 0 1 1 1 2 4 1 0 1 3 1 2 2 3 2 0 3 1
OTU_1683 1 1 2 5 0 0 1 0 0 0 1 6 3 1 1 0 0 0 0 0 0 0 0
OTU_1684 1 2 3 2 0 0 1 1 1 2 2 119 37 59 99 11 4 6 0 5 0 5 3
OTU_1685 1 0 0 3 0 0 4 3 1 1 0 0 1 2 3 1 8 10 10 36 3 28 3
OTU_1700 1 0 0 1 0 0 0 0 0 1 1 6 1 3 9 2 1 0 0 0 1 0 0
OTU_1701 0 0 1 2 0 0 0 0 1 2 2 10 0 2 3 0 0 3 0 3 1 3 0
OTU_1703 1 0 0 1 0 0 0 2 0 0 0 14 2 5 6 0 0 0 2 1 0 1 0
OTU_1710 18 1 4 33 1 2 22 14 1 4 4 14 3 6 15 12 22 20 19 64 25 54 20
OTU_1711 0 1 4 10 2 0 4 1 0 7 0 0 1 0 1 0 0 0 1 2 0 2 1
OTU_1716 3 0 0 1 3 0 7 2 0 0 0 0 0 0 0 0 0 1 2 1 1 2 2
OTU_1725 4 0 0 1 0 0 0 1 1 0 1 9 0 2 5 5 3 6 5 12 6 6 6
OTU_1731 0 1 2 4 0 1 2 1 1 2 7 0 0 0 0 1 1 1 1 0 0 0 0
OTU_1732 0 3 0 2 2 0 0 3 6 0 15 1 0 0 0 1 0 0 0 0 1 0 0
OTU_1734 2 2 3 3 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0
OTU_1740 1 0 0 4 2 1 7 5 1 7 2 0 0 0 0 0 0 0 1 0 0 0 0
OTU_1742 0 1 0 2 0 0 0 1 47 46 76 2 0 1 1 3 1 1 0 1 0 2 0
OTU_1747 0 0 0 0 0 0 0 3 1 0 0 6 2 1 3 2 4 4 5 2 1 1 4
OTU_1750 0 1 1 0 0 0 0 1 4 11 9 1 0 0 0 0 0 0 0 0 0 0 0
OTU_1768 1 0 0 1 0 0 2 0 0 0 1 4 1 4 1 5 5 10 2 4 3 7 4
OTU_1783 0 0 0 0 0 0 1 0 2 1 0 10 0 3 5 12 9 7 9 0 0 0 1
OTU_1788 0 0 0 2 0 0 2 2 0 0 0 0 0 0 0 1 0 0 2 19 5 0 1
OTU_1790 4 0 0 2 1 0 1 0 0 0 0 2 4 5 5 2 1 0 1 0 3 0 2
OTU_1792 0 1 2 4 1 0 3 1 1 0 2 3 0 0 0 1 1 3 0 2 0 2 4
OTU_1819 0 4 0 4 2 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0
OTU_1821 3 0 0 0 0 0 1 0 0 0 0 8 0 3 3 3 0 1 1 3 2 1 1
OTU_1824 0 24 10 38 5 1 7 13 10 8 6 1 0 1 1 0 0 1 0 0 0 0 1
OTU_1827 0 0 1 0 0 0 0 1 8 10 13 0 0 0 0 0 0 0 0 0 0 0 0
OTU_1833 1 1 2 8 2 0 3 0 0 0 0 0 0 0 0 0 2 0 1 1 2 0 0
OTU_1841 1 0 0 2 3 0 3 6 33 12 78 1 0 0 0 0 0 0 0 2 2 4 2
OTU_1847 0 0 0 1 1 0 3 3 0 1 3 2 0 0 1 2 3 2 3 5 1 2 2
OTU_1870 8 1 2 12 3 0 12 6 0 7 0 6 2 6 1 11 4 2 1 1 2 6 0
OTU_1872 2 1 0 2 0 0 2 0 0 0 0 0 0 1 0 4 5 2 3 2 3 1 1
OTU_1873 10 0 1 11 1 2 4 6 0 0 2 11 4 6 8 22 14 25 19 25 8 13 7
OTU_1876 0 3 3 3 3 4 9 6 0 0 0 0 0 1 0 0 1 7 1 5 4 0 0
OTU_1879 2 2 2 5 0 0 0 0 0 0 1 0 0 0 0 0 3 4 1 0 0 1 0
OTU_1885 0 0 0 0 0 0 0 0 0 0 0 7 0 5 6 1 5 9 2 7 1 4 6
OTU_1887 1 0 0 0 0 0 0 0 0 0 0 5 0 3 5 1 2 5 3 12 6 5 1
OTU_1898 0 0 2 1 0 0 6 3 0 1 0 1 1 0 1 3 2 8 2 0 0 2 0
OTU_1900 2 0 1 1 0 0 0 0 1 0 0 4 0 0 2 2 3 4 2 1 0 2 0
OTU_1904 0 0 0 0 0 2 12 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
OTU_1909 0 0 0 0 0 1 0 1 14 6 2 0 0 0 0 0 0 0 0 0 0 0 0
OTU_1913 1 0 3 5 2 0 3 1 1 0 0 1 0 1 2 3 0 1 1 2 3 1 0
OTU_1914 1 0 3 5 5 1 4 2 0 0 0 2 0 0 0 0 1 1 2 0 0 1 0
OTU_1917 0 2 0 8 1 2 3 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
OTU_1918 0 2 0 1 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
OTU_1919 0 0 0 1 0 0 2 3 4 12 7 0 0 0 0 0 0 1 0 2 0 1 0
OTU_1922 0 9 7 8 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
OTU_1927 0 2 0 3 1 1 6 2 8 7 11 0 0 0 0 1 0 0 1 2 3 0 0
OTU_1931 1 0 2 8 0 0 5 6 4 3 5 12 1 10 6 33 118 172 146 118 45 10 6
OTU_1948 0 0 0 1 0 0 1 5 1 2 1 3 0 1 1 0 0 1 3 3 1 4 1
OTU_1959 1 1 1 2 1 0 0 1 0 3 3 0 0 0 1 0 1 0 1 1 0 1 2
OTU_1967 2 1 0 1 0 0 1 3 1 2 0 0 0 0 0 6 6 7 3 1 0 3 1
OTU_1970 0 1 1 0 1 0 3 2 0 1 8 1 1 0 0 0 1 1 1 2 1 2 2
OTU_1974 0 0 0 1 0 0 2 0 2 0 2 2 1 0 4 3 1 5 1 2 1 3 0
OTU_1980 0 0 0 0 0 0 1 0 0 0 1 2 1 0 2 5 5 5 2 0 0 2 1
OTU_1982 1 0 0 7 2 0 0 0 0 3 1 1 1 3 1 0 0 2 1 1 0 1 0
OTU_1995 2 0 0 0 0 0 1 1 0 0 0 4 1 4 3 3 0 1 0 0 0 3 2
OTU_2014 2 4 7 13 4 0 11 0 11 36 2 0 0 1 0 0 1 0 1 2 0 2 0
OTU_2021 0 1 3 2 2 1 0 0 4 1 2 0 0 0 0 0 0 0 0 0 0 0 0
OTU_2025 0 3 10 2 0 0 0 4 0 1 2 0 0 0 0 0 0 0 0 1 0 0 1
OTU_2026 0 3 3 7 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
OTU_2036 0 0 1 3 0 0 0 0 11 5 26 0 0 1 2 0 0 0 0 0 1 1 2
OTU_2043 1 2 1 8 4 0 6 4 0 4 7 6 3 13 6 1 12 6 2 2 1 7 1
OTU_2064 4 0 0 0 0 0 1 0 0 0 0 3 1 0 3 3 0 5 3 2 0 0 0
OTU_2067 4 2 2 4 0 0 1 1 0 0 0 5 2 3 3 6 4 5 2 8 3 9 2
OTU_2075 0 0 0 1 0 0 0 1 1 3 3 1 0 4 4 2 0 3 1 4 0 4 2
OTU_2084 1 0 1 4 1 0 0 1 2 0 2 0 1 1 0 1 1 0 0 3 0 0 2
OTU_2085 0 0 2 6 1 0 1 2 0 1 1 0 0 0 0 0 3 5 0 1 1 1 0
OTU_2087 1 1 0 6 1 3 12 4 0 0 0 2 0 0 2 4 2 2 1 0 0 1 0
OTU_2088 1 5 0 13 0 2 7 8 3 1 5 1 1 1 0 0 0 1 0 3 4 2 0
OTU_2098 1 0 1 4 2 0 2 2 0 0 0 0 0 0 0 0 2 1 0 0 0 2 3
OTU_2100 2 1 1 4 3 0 6 3 0 0 0 0 1 1 1 0 6 4 6 4 1 2 5
OTU_2102 1 0 0 0 0 0 0 0 1 0 0 3 2 2 1 8 4 6 4 0 0 2 1
OTU_2122 1 0 0 0 1 0 5 2 0 1 0 1 1 1 0 2 1 5 0 3 0 0 0
OTU_2129 2 3 0 4 1 0 2 0 0 1 0 8 3 1 4 0 1 2 0 0 0 3 2
OTU_2133 1 1 0 0 1 0 2 0 0 0 0 1 0 0 1 7 1 7 3 1 0 2 0
OTU_2135 0 0 1 2 3 0 3 2 0 0 2 1 1 0 1 0 0 0 1 2 0 0 0
OTU_2140 1 0 0 3 1 2 1 0 0 0 0 0 0 0 0 2 4 4 3 0 0 0 0
OTU_2142 0 0 0 1 0 1 4 0 0 0 0 0 1 1 0 2 1 1 3 2 0 6 2
OTU_2152 4 0 1 4 0 0 4 1 0 0 1 1 0 1 0 0 0 1 0 2 1 8 1
OTU_2153 2 0 0 2 0 1 9 3 1 1 0 0 0 0 0 0 0 2 0 1 0 0 0
OTU_2155 6 0 0 2 0 0 0 1 2 3 0 24 4 12 27 1 3 2 3 11 9 5 6
OTU_2167 2 0 1 2 0 0 2 2 0 0 0 0 0 0 1 2 2 4 3 3 0 0 0
OTU_2192 1 0 0 1 1 3 6 0 0 0 0 3 2 0 3 2 5 3 2 10 4 11 5
OTU_2199 0 0 2 1 0 0 10 1 0 1 0 4 2 1 5 0 6 8 6 7 3 7 3
OTU_2213 11 1 1 1 0 0 0 1 0 0 0 0 5 0 0 1 5 5 5 0 0 0 1
OTU_2217 2 2 1 5 2 0 4 3 1 0 0 2 1 2 1 1 1 2 3 1 2 3 3
OTU_2230 1 1 0 5 1 1 6 2 0 0 0 1 0 0 0 0 3 2 1 5 0 6 1
OTU_2240 3 0 0 2 0 1 0 1 0 0 1 1 0 0 3 2 0 0 0 0 2 0 0
OTU_2245 1 1 2 1 0 0 5 2 1 0 0 2 0 0 0 0 3 3 5 7 4 1 1
OTU_2258 0 0 1 1 0 0 0 1 15 8 27 3 1 0 0 0 1 1 2 1 0 0 0
OTU_2270 0 1 0 0 3 1 8 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
OTU_2287 0 1 0 4 0 1 6 2 0 0 0 0 0 0 0 0 1 2 0 3 1 2 0
