OTUnumber	SAMPLE.837.MF.II.7.30	SAMPLE.733.GP.7.30	SAMPLE.881.MF.II.5.90	SAMPLE.741.GF.II.7.30	SAMPLE.771.GA6.90	SAMPLE.709.GP.7.15	SAMPLE.705.GP.5.15	SAMPLE.861.MF.II.7.60	SAMPLE.777.GP.5.90	SAMPLE.729.GP.5.30	SAMPLE.757.GP.7.60	SAMPLE.793.MA5.15	SAMPLE.727.GA8.30	SAMPLE.711.GP.8.15	SAMPLE.699.GA6.15	SAMPLE.799.MA8.15	SAMPLE.783.GP.8.90	SAMPLE.721.GA5.30	SAMPLE.745.GA5.60	SAMPLE.779.GP.6.90	SAMPLE.873.MP.5.90	SAMPLE.781.GP.7.90	SAMPLE.827.MP.6.30	SAMPLE.879.MP.8.90	SAMPLE.877.MP.7.90	SAMPLE.801.MP.5.15	SAMPLE.743.GF.II.8.30	SAMPLE.875.MP.6.90	SAMPLE.795.MA6.15	SAMPLE.811.MF.II6.15	SAMPLE.851.MP.6.60	SAMPLE.725.GA7.30	SAMPLE.891.ITS.negative	SAMPLE.803.MP.6.15	SAMPLE.863.MF.II.8.60	SAMPLE.805.MP.7.15	SAMPLE.739.GF.II6.30	SAMPLE.833.MF.II.5.30	SAMPLE.821.MA7.30	SAMPLE.717.GF.II.7.15	SAMPLE.839.MF.II.8.30	SAMPLE.763.GF.II6.60	SAMPLE.759.GP.8.60	SAMPLE.747.GA6.60	SAMPLE.735.GP.8.30	SAMPLE.831.MP.8.30	SAMPLE.817.MA5.30	SAMPLE.849.MP.5.60	SAMPLE.857.MF.II.5.60	SAMPLE.769.GA5.90	SAMPLE.723.GA6.30	SAMPLE.761.GF.II.5.60	SAMPLE.825.MP.5.30	SAMPLE.703.GA8.15	SAMPLE.773.GA7.90	SAMPLE.767.GF.II.8.60	SAMPLE.697.GA5.15	SAMPLE.841.MA5.60	SAMPLE.755.GP.6.60	SAMPLE.731.GP.6.30	SAMPLE.869.MA7.90	SAMPLE.819.MA6.30	SAMPLE.835.MF.II6.30	SAMPLE.753.GP.5.60	SAMPLE.785.GF.II.5.90	SAMPLE.829.MP.7.30	SAMPLE.815.MF.II.8.15	SAMPLE.707.GP.6.15	SAMPLE.865.MA5.90	SAMPLE.853.MP.7.60	SAMPLE.885.MF.II.7.90	SAMPLE.823.MA8.30	SAMPLE.813.MF.II.7.15	SAMPLE.751.GA8.60	SAMPLE.867.MA6.90	SAMPLE.807.MP.8.15	SAMPLE.797.MA7.15	SAMPLE.737.GF.II.5.30	SAMPLE.719.GF.II.8.15	SAMPLE.871.MA8.90	SAMPLE.713.GF.II.5.15	SAMPLE.847.MA8.60	SAMPLE.765.GF.II.7.60	SAMPLE.809.MF.II.5.15	SAMPLE.845.MA7.60	SAMPLE.887.MF.II.8.90	SAMPLE.859.MF.II6.60	SAMPLE.787.GF.II6.90	SAMPLE.715.GF.II6.15	SAMPLE.855.MP.8.60	SAMPLE.749.GA7.60	SAMPLE.791.GF.II.8.90	SAMPLE.883.MF.II6.90	SAMPLE.775.GA8.90	SAMPLE.843.MA6.60	SAMPLE.789.GF.II.7.90	SAMPLE.701.GA7.15	domain_id	domain_conf	kingdom_id	kingdom_conf	phylum_id	phylum_conf	class_id	class_conf	order_id	order_conf	family_id	family_conf	genus_id	genus_conf
OTU_487	0	0	0	1	3	0	0	0	0	0	0	1	0	0	1	0	0	3	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	5	4	1	1	0	0	0	4	2	0	0	5	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Eurotiomycetes	100.0	Eurotiales	100.0	Eurotiales_Incertae_sedis	86.0	Thermomyces	86.0
OTU_488	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	5	0	0	0	1	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	2	10	0	0	0	0	0	6	0	0	0	1	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_489	4	0	2	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	5	0	3	0	0	0	1	0	0	0	0	1	0	0	5	7	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	1	0	9	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	61.0	Ascomycota_unclassified	61.0	Ascomycota_unclassified	61.0	Ascomycota_unclassified	61.0	Ascomycota_unclassified	61.0
OTU_490	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	17	0	0	0	8	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	2	9	15	0	0	0	0	0	9	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_491	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	4	0	0	2	3	0	5	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	50.0	Basidiomycota_unclassified	50.0	Basidiomycota_unclassified	50.0	Basidiomycota_unclassified	50.0	Basidiomycota_unclassified	50.0
OTU_492	0	0	1	0	3	0	0	0	1	0	0	0	7	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	6	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	54.0	Ascomycota_unclassified	54.0	Ascomycota_unclassified	54.0	Ascomycota_unclassified	54.0	Ascomycota_unclassified	54.0
OTU_493	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	7	1	0	1	0	5	2	2	5	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	9	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_494	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Agaricales	98.0	Cortinariaceae	56.0	Galerina	55.0
OTU_495	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	70.0	Ascomycota_unclassified	70.0	Ascomycota_unclassified	70.0	Ascomycota_unclassified	70.0	Ascomycota_unclassified	70.0
OTU_496	0	0	9	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	0	0	0	0	2	0	0	1	0	0	1	0	1	0	0	0	0	3	2	0	0	0	2	0	0	0	0	0	0	0	1	0	3	0	0	1	4	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	4	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_497	0	0	0	0	19	0	0	0	0	0	0	0	4	0	4	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	1	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_498	0	3	0	0	0	1	0	0	1	1	2	1	0	3	2	0	7	2	2	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Zygomycota	68.0	Mucoromycotina_Incertae_sedis	67.0	Mortierellales	62.0	Mortierellaceae	62.0	Mortierella	62.0
OTU_499	0	0	0	0	0	0	1	1	0	3	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	1	0	24	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	1	0	0	0	0	6	1	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	10	3	0	0	0	0	0	0	6	0	0	3	0	0	0	0	4	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	95.0	Agaricomycetes	94.0	Cantharellales	82.0	Ceratobasidiaceae	82.0	Ceratobasidium	60.0
OTU_501	0	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	8	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	99.0	Eurotiomycetes	66.0	Eurotiomycetes_unclassified	66.0	Eurotiomycetes_unclassified	66.0	Eurotiomycetes_unclassified	66.0
OTU_502	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	1	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	16	0	1	1	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Thelephorales	100.0	Thelephoraceae	100.0	Tomentella	100.0
OTU_503	1	0	3	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	6	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	5	2	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	4	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	99.0	Agaricales	99.0	Entolomataceae	98.0	Entoloma	93.0
OTU_505	2	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	1	4	1	0	4	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_506	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	1	0	3	0	0	2	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_507	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Agaricales	100.0	Tricholomataceae	100.0	Ripartites	79.0
OTU_508	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	2	6	0	0	0	2	0	0	0	0	0	0	7	3	0	3	0	0	2	0	2	0	0	2	0	5	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	2	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_510	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	6	3	1	0	0	0	0	0	4	0	1	1	1	0	1	0	6	0	0	3	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	54.0	Ascomycota_unclassified	54.0	Ascomycota_unclassified	54.0	Ascomycota_unclassified	54.0	Ascomycota_unclassified	54.0
OTU_511	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	2	8	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	1	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	96.0	Leotiomycetes	77.0	Helotiales	74.0	Helotiales_unclassified	74.0	Helotiales_unclassified	74.0
OTU_513	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	19	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_514	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	23	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	65.0	Ascomycota_unclassified	65.0	Ascomycota_unclassified	65.0	Ascomycota_unclassified	65.0	Ascomycota_unclassified	65.0
OTU_515	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	5	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	9	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_516	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	59.0	Ascomycota_unclassified	59.0	Ascomycota_unclassified	59.0	Ascomycota_unclassified	59.0	Ascomycota_unclassified	59.0
OTU_517	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	2	0	0	5	0	0	2	0	4	0	0	9	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_518	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	3	0	0	0	0	8	0	0	0	5	0	0	0	4	1	0	0	0	0	0	0	3	2	0	3	0	0	2	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	51.0	Ascomycota_unclassified	51.0	Ascomycota_unclassified	51.0	Ascomycota_unclassified	51.0	Ascomycota_unclassified	51.0
OTU_519	1	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	1	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	2	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Basidiomycota	100.0	Agaricomycetes	100.0	Trechisporales	100.0	Hydnodontaceae	100.0	Trechispora	100.0
OTU_520	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	3	0	0	0	6	0	0	0	1	17	0	13	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	9	0	0	0	0	11	0	0	0	1	1	2	0	1	1	0	7	0	0	0	4	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Ascomycota_unclassified	100.0	Ascomycota_unclassified	100.0	Ascomycota_unclassified	100.0	Ascomycota_unclassified	100.0
OTU_521	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_522	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	17	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	0	1	4	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	59.0	Ascomycota_unclassified	59.0	Ascomycota_unclassified	59.0	Ascomycota_unclassified	59.0	Ascomycota_unclassified	59.0
OTU_523	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Ascomycota	99.0	Eurotiomycetes	77.0	Eurotiales	76.0	Trichocomaceae	53.0	Trichocomaceae_unclassified	53.0
OTU_524	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	3	1	1	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	1	3	0	1	0	0	0	0	0	0	0	0	0	1	0	6	0	0	2	3	0	0	1	0	0	4	0	0	0	0	0	1	3	0	0	0	0	0	2	5	0	0	2	0	1	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_525	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	8	0	1	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Eukaryota	100.0	Fungi	100.0	Ascomycota	100.0	Eurotiomycetes	100.0	Onygenales	100.0	Arthrodermataceae	100.0	Arthroderma	100.0
OTU_526	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	5	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	Eukaryota	100.0	Fungi	100.0	Ascomycota	71.0	Ascomycota_unclassified	71.0	Ascomycota_unclassified	71.0	Ascomycota_unclassified	71.0	Ascomycota_unclassified	71.0
OTU_527	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	3	0	0	3	0	0	2	0	0	0	0	2	0	0	1	1	0	0	4	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
OTU_528	0	0	1	0	5	0	1	0	3	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	9	0	0	8	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	3	0	1	0	1	0	0	0	1	1	0	0	0	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	Eukaryota	100.0	Fungi	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0	Fungi_unclassified	100.0
